GreekCouncil,GreekOrganization,City,State,Country,School,PublicPrivateSchool,DomesticIntSchool,Boarding,Religion,Gender,Tuition,FreeLunchPercent,AthleteClassification,SportsTeam,Scholarship,TypeScholarship,Latitude,Longitude,Affiliation,SLG
None,None,Birmingham,Alabama,United States,Oak Mountain High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.05,Non-Athlete,None,No,None,33.520682,-86.802433,SLG,Mirecourt
None,None,Blackburn,NA,Australia,Canterbury Girls Secondary College,public,International,Day,Unafilliated,All-Girls,0,NA,Athlete,Women's Tennis,No,None,-37.821701,145.152276,Neither,None
None,None,Blacksburg,Virginia,United States,Blacksburg High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.1699,Non-Athlete,None,No,None,37.229573,-80.413939,SLG,Maxwell
Sorority,Gamma Phi Beta,Blackwood,New Jersey,United States,Highland Regional High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.28236246,Non-Athlete,None,No,None,39.802336,-75.06406,Panhel,None
None,None,Bloomfield,New Jersey,United States,Montclair Kimberley Academy,private,Domestic,Day,Unafilliated,Co-Ed,37270,NA,Non-Athlete,None,No,None,40.806767,-74.185423,Neither,None
None,None,Bloomfield,Connecticut,United States,Hall High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.17606123,Non-Athlete,None,No,None,41.826488,-72.730094,Neither,None
None,None,Bloomfield,Connecticut,United States,Masters School,private,Domestic,Day,Unafilliated,Co-Ed,44550,NA,Non-Athlete,None,No,None,41.826488,-72.730094,SLG,The Cube
None,None,Bloomfield,Connecticut,United States,Bloomfield High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.5,Non-Athlete,None,No,None,41.826488,-72.730094,Neither,None
None,None,Bloomfield Hills,Michigan,United States,Cranbrook Kingswood School,private,Domestic,Day,Unafilliated,Co-Ed,33100,NA,Athlete,Men's Lacrosse,No,None,42.583645,-83.245488,Neither,None
None,None,Bloomfield Hills,Michigan,United States,Bloomfield Hills High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.086,Non-Athlete,None,No,None,42.583645,-83.245488,Neither,None
None,None,Bloomfield Hills,Michigan,United States,Cranbrook Kingswood School,private,Domestic,Day,Unafilliated,Co-Ed,33100,NA,Non-Athlete,None,No,None,42.583645,-83.245488,Neither,None
None,None,Bloomfield Hills,Michigan,United States,Detroit Country Day School,private,Domestic,Day,Catholic,Co-Ed,12800,NA,Non-Athlete,None,No,None,42.583645,-83.245488,Neither,None
None,None,Bloomfield Hills,Michigan,United States,Bloomfield Hills High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.086,Non-Athlete,None,No,None,42.583645,-83.245488,Neither,None
Sorority,Kappa Kappa Gamma,Bloomfield Hills,Michigan,United States,Bloomfield Hills High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.086,Non-Athlete,None,No,None,42.583645,-83.245488,Panhel,None
None,None,Bloomington,Illinois,United States,Central Catholic High School,private,Domestic,Day,Catholic,Co-Ed,9300,NA,Non-Athlete,None,No,None,40.473107,-88.99414,Neither,None
Sorority,Kappa Alpha Theta,Blue Ash,Ohio,United States,Sycamore High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.15773067,Non-Athlete,None,No,None,39.232007,-84.378282,Panhel,None
None,None,Bluffton,South Carolina,United States,Bluffton High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.3625,Non-Athlete,None,No,None,32.237147,-80.860387,SLG,Mirecourt
Fraternity,Sigma Phi Epsilon,Boca Raton,Florida,United States,North Broward School,private,Domestic,Day,Unafilliated,Co-Ed,26950,NA,Non-Athlete,None,Yes,AB,26.358689,-80.083098,IFC,None
Fraternity,Alpha Epsilon Pi,Boca Raton,Florida,United States,Pine Crest School,private,Domestic,Day,Unafilliated,Co-Ed,31030,NA,Non-Athlete,None,No,None,26.358689,-80.083098,IFC,None
None,None,Boca Raton,Florida,United States,Alexander W Dreyfoos Jr School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.1988,Non-Athlete,None,Yes,Robertson,26.358689,-80.083098,SLG,Arts Theme House
None,None,Boca Raton,Florida,United States,Boca Raton Community High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.3281,Athlete,Baseball,No,None,26.358689,-80.083098,Neither,None
None,None,Boca Raton,Florida,United States,Home School,Home School,Domestic,Day,Unafilliated,Co-Ed,0,NA,Non-Athlete,None,No,None,26.358689,-80.083098,Neither,None
None,None,Boca Raton,Florida,United States,Boca Raton Community High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.3281,Non-Athlete,None,No,None,26.358689,-80.083098,Neither,None
None,None,Boca Raton,Florida,United States,West Boca Community School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.31659056,Non-Athlete,None,No,None,26.358689,-80.083098,Neither,None
None,None,Boca Raton,Florida,United States,Spanish River Community High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.22933446,Non-Athlete,None,No,None,26.358689,-80.083098,Neither,None
Sorority,Chi Omega,Boca Raton,Florida,United States,Spanish River Community High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.22933446,Non-Athlete,None,No,None,26.358689,-80.083098,Panhel,None
Sorority,Chi Omega,Boerne,Texas,United States,Boerne Samuel V Champion High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.095,Non-Athlete,None,No,None,29.794664,-98.73197,Panhel,None
Fraternity,Sigma Nu,Bogota,NA,Colombia,Carney Baptist Grammar School,private,International,Day,Inter-/Non-denominational,Co-Ed,28822.45,NA,Non-Athlete,None,No,None,4.598048,-74.076087,IFC,None
None,None,Bogota,NA,Colombia,Gimnasio La Montana,private,International,Day,Catholic,Co-Ed,NA,NA,Non-Athlete,None,No,None,4.598048,-74.076087,SLG,Mundi
Fraternity,Kappa Alpha Order,Boise,Idaho,United States,Boise High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.222,Non-Athlete,None,No,None,43.61656,-116.200835,IFC,None
None,None,Boise,Idaho,United States,Centennial High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.31284916,Athlete,Men's Track,No,None,43.61656,-116.200835,Neither,None
None,None,Boone,North Carolina,United States,North Carolina School of Science & Math,public,Domestic,Day,Unafilliated,Co-Ed,0,NA,Non-Athlete,None,No,None,36.216795,-81.674552,Neither,None
None,None,Boston,Massachusetts,United States,Shekou International School,private,International,Day,Unafilliated,Co-Ed,32219.44,NA,Non-Athlete,None,No,None,42.360482,-71.059568,Neither,None
Fraternity,Delta Sigma Phi,Boulder,Colorado,United States,Boulder High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.2148,Non-Athlete,None,No,None,40.014986,-105.270546,IFC,None
Sorority,Alpha Phi,Boulder,Colorado,United States,Boulder High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.2148,Non-Athlete,None,No,None,40.014986,-105.270546,Panhel,None
None,None,Bowling Green,Kentucky,United States,South Warren High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.25499092,Non-Athlete,None,No,None,36.99032,-86.443602,Neither,None
None,None,Boyds,Maryland,United States,Poolesville Jr-Sr High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.07183673,Non-Athlete,None,No,None,39.184089,-77.312232,Neither,None
None,None,Bradenton,Florida,United States,Manatee High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.52677459,Athlete,Fooball,No,None,27.498928,-82.574819,Neither,None
Sorority,Zeta Tau Alpha,Bradenton,Florida,United States,Manatee High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.52677459,Non-Athlete,None,No,None,27.498928,-82.574819,Panhel,None
None,None,Brampton,NA,Canada,Brampton Christian School,private,International,Day,Inter-/Non-denominational,Co-Ed,8392.04,NA,Athlete,Men's Soccer,No,None,43.714575,-79.752387,Neither,None
None,None,Brandon,Florida,United States,Bloomingdale Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.377,Non-Athlete,None,No,None,27.937801,-82.285925,Neither,None
None,None,Brentwood,Tennessee,United States,Brentwood High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.04,Athlete,Men's Track,No,None,36.032569,-86.782523,Neither,None
None,None,Brentwood,Tennessee,United States,Brentwood High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.04,Non-Athlete,None,No,None,36.032569,-86.782523,Neither,None
Sorority,Chi Omega,Brentwood,Tennessee,United States,Harpeth Hall School,private,Domestic,Day,Unafilliated,All-Girls,26240,NA,Non-Athlete,None,No,None,36.032569,-86.782523,Panhel,None
Sorority,Delta Delta Delta,Briarcliff Manor,New York,United States,Briarcliff High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.030405405,Non-Athlete,None,No,None,41.145651,-73.823746,Panhel,None
None,None,Bridgewater,New Jersey,United States,Bridgewater-Raritan Regional High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.080152672,Non-Athlete,None,No,None,39.864557,-75.397971,SLG,Brownstone
Sorority,Gamma Phi Beta,Brighton,Massachusetts,United States,Boston Latin School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.2575,Athlete,Rowing,No,None,42.350097,-71.156442,Panhel,None
None,None,Bristow,Virginia,United States,Patriot High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.11785095,Non-Athlete,None,No,None,38.723326,-77.536567,SLG,Mirecourt
None,None,Bristow,Virginia,United States,Highland School,private,Domestic,Day,Unafilliated,Co-Ed,26850,NA,Non-Athlete,None,No,None,38.723326,-77.536567,Neither,None
None,None,Bristow,Virginia,United States,Centreville High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.22764227,Non-Athlete,None,No,None,38.723326,-77.536567,Neither,None
None,None,Broadlands,Virginia,United States,Thomas Jefferson High School of Science/Technology,public,Domestic,Day,Unafilliated,Co-Ed,0,0.01813186,Non-Athlete,None,No,None,39.023252,-77.513323,Neither,None
None,None,Broadview Heights,Ohio,United States,Brecksville Broadview Heights High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.1189,Non-Athlete,None,No,None,41.313943,-81.685127,Neither,None
Fraternity,Kappa Sigma,Bronx,New York,United States,Mount Saint Michael Academy,private,Domestic,Day,Catholic,All-Boys,8300,NA,Non-Athlete,None,No,None,40.852786,-73.839054,IFC,None
None,None,Bronx,New York,United States,Riverdale Country School,private,Domestic,Day,Unafilliated,Co-Ed,42805,NA,Non-Athlete,None,No,None,40.852786,-73.839054,SLG,Mirecourt
Fraternity,Alpha Epsilon Pi,Brookfield,Wisconsin,United States,Brookfield Central High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.13,Non-Athlete,None,No,None,43.060567,-88.106479,IFC,None
None,None,Brookfield,Wisconsin,United States,Brookfield East High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.1,Non-Athlete,None,No,None,43.060567,-88.106479,SLG,Cooper
None,None,Brookfield,Wisconsin,United States,Brookfield Central High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.13,Non-Athlete,None,No,None,43.060567,-88.106479,Neither,None
Sorority,Gamma Phi Beta,Brookfield,Wisconsin,United States,Divine Savior-Holy Angels High School,private,Domestic,Day,Catholic,All-Girls,12580,NA,Non-Athlete,None,No,None,43.060567,-88.106479,Panhel,None
None,None,Brookline,Massachusetts,United States,Brookline High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.147506562,Non-Athlete,None,No,None,42.331764,-71.121163,Neither,None
None,None,Brooklyn,New York,United States,Westminster School,private,Domestic,Boarding,Unafilliated,Co-Ed,59900,NA,Non-Athlete,None,No,None,40.650104,-73.949582,Neither,None
None,None,Brooklyn,New York,United States,Magen David Yeshiva High School,private,Domestic,Day,Jewish,Co-Ed,NA,NA,Non-Athlete,None,No,None,40.650104,-73.949582,Neither,None
None,None,Brooklyn,New York,United States,Christ the King Regional High School,private,Domestic,Day,Catholic,Co-Ed,8500,NA,Non-Athlete,None,No,None,40.650104,-73.949582,Neither,None
None,None,Brooklyn,New York,United States,The Dwight School,private,Domestic,Day,Unafilliated,Co-Ed,43675,NA,Non-Athlete,None,No,None,40.650104,-73.949582,Neither,None
None,None,Brooklyn,New York,United States,Beacon School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.4264,Non-Athlete,None,No,None,40.650104,-73.949582,Neither,None
Sorority,Alpha Delta Pi,Brooklyn,New York,United States,Stuyvesant High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.45374583,Non-Athlete,None,No,None,40.650104,-73.949582,SLG + Panhel,Mirecourt
Sorority,Gamma Phi Beta,Brooklyn,New York,United States,Loyola School,private,Domestic,Day,Catholic,Co-Ed,35800,NA,Non-Athlete,None,No,None,40.650104,-73.949582,Panhel,None
Fraternity,Sigma Nu,Bryn Mawr,Pennsylvania,United States,The Haverford School,private,Domestic,Day,Unafilliated,All-Boys,38000,NA,Non-Athlete,None,No,None,40.303959,-80.086721,IFC,None
None,None,Buda,Texas,United States,Jack C Hays High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.35201328,Non-Athlete,None,Yes,University,30.074571,-97.841414,SLG,Brownstone
None,None,Budapest,NA,Hungary,American International School Budapest,private,International,Day,Unafilliated,Co-Ed,22800,NA,Non-Athlete,None,No,None,47.498382,19.040471,SLG,Wayne Manor/Mundi
None,None,Budd Lake,New Jersey,United States,Mount Olive High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.11904761,Non-Athlete,None,No,None,40.87121,-74.734052,Neither,None
Sorority,Zeta Tau Alpha,Buffalo,New York,United States,Williamsville High School South,public,Domestic,Day,Unafilliated,Co-Ed,0,0.12605042,Non-Athlete,None,No,None,42.886717,-78.878392,Panhel,None
None,None,Buffalo Grove,Illinois,United States,Adlai E Stevenson High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.1,Non-Athlete,None,No,None,42.167583,-87.95564,SLG,Alpha Phi Omega
None,None,Bundang-gu,NA,South Korea,Korean Minjok Leadership Academy,private,International,Boarding,Unafilliated,Co-Ed,15000,NA,Non-Athlete,None,No,None,37.375693,127.094125,Neither,None
None,None,Burke,Virginia,United States,Lake Braddock Secondary School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.14953271,Non-Athlete,None,No,None,38.777132,-77.275469,Neither,None
Fraternity,Sigma Alpha Epsilon,Burlingame,California,United States,Burlingame High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.1026,Non-Athlete,None,No,None,37.584103,-122.366082,IFC,None
None,None,Burlingame,California,United States,Burlingame High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.1026,Athlete,Women's Swimming,No,None,37.584103,-122.366082,Neither,None
None,None,Burlington,North Carolina,United States,Graham High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.74751243,Athlete,Women's Track,No,None,36.095692,-79.437799,Neither,None
None,None,Burr Ridge,Illinois,United States,Hinsdale South High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.32289748,Non-Athlete,None,No,None,41.74892,-87.918392,Neither,None
None,None,Bursa,NA,Turkey,United World College,private,International,Boarding,Unafilliated,Co-Ed,16811.2,NA,Non-Athlete,None,No,None,40.182706,29.066764,SLG,Mirecourt
None,None,Busan,NA,South Korea,Saint Marks School,private,Domestic,Boarding,Episcopal,Co-Ed,57500,NA,Non-Athlete,None,No,None,35.185317,129.06259,Neither,None
Fraternity,Sigma Alpha Epsilon,Calabasas,California,United States,Calabasas High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.0707,Non-Athlete,None,No,None,34.144664,-118.644097,IFC,None
None,None,Cambridge,Massachusetts,United States,Saint Andrews Scots School,private,International,Day,Presbyterian,Co-Ed,NA,NA,Athlete,Men's Fencing,No,None,42.377274,-71.130574,SLG,Mundi
None,None,Campobello,South Carolina,United States,Governor School for Science & Math,public,Domestic,Day,Unafilliated,Co-Ed,0,0,Non-Athlete,None,No,None,35.115671,-82.150111,SLG,Ubuntu
Sorority,Kappa Alpha Theta,Canterbury,NA,United Kingdom,Barton Court Grammar School,public,International,Day,Unafilliated,Co-Ed,NA,NA,Non-Athlete,None,Yes,Karsh,-43.494176,171.809845,SLG + Panhel,Mirecourt
Sorority,Pi Beta Phi,Cape Elizabeth,Maine,United States,Cape Elizabeth High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.085185185,Non-Athlete,None,No,None,43.563696,-70.200047,Panhel,None
Sorority,Alpha Phi,Carlsbad,California,United States,La Costa Canyon High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.06706408,Non-Athlete,None,No,None,33.158093,-117.350594,Panhel,None
None,None,Carmel,California,United States,Carmel High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.1274,Non-Athlete,None,No,None,38.755113,-121.353309,Neither,None
None,None,Carmel,Indiana,United States,Carmel High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.1274,Non-Athlete,None,No,None,39.978371,-86.118043,Neither,None
None,None,Carrboro,North Carolina,United States,East Chapel Hill High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.19985825,Non-Athlete,None,No,None,35.910144,-79.075289,Neither,None
None,None,Carrboro,North Carolina,United States,Carrboro High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.178181818,Non-Athlete,None,Yes,BN,35.910144,-79.075289,SLG,Wayne Manor
None,None,Carrollton,Texas,United States,Ranchview High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.46737841,Non-Athlete,None,No,None,32.953735,-96.890282,Neither,None
None,None,Carrollton,Georgia,United States,Carrollton High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.470175439,Athlete,Fooball,No,None,33.58011,-85.076611,Neither,None
Fraternity,Kappa Sigma,Cary,North Carolina,United States,Cary Academy,private,Domestic,Day,Unafilliated,Co-Ed,22400,NA,Non-Athlete,None,Yes,BN,35.788297,-78.781192,IFC,None
Fraternity,Alpha Tau Omega,Cary,North Carolina,United States,Enloe Magnet High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.34525602,Non-Athlete,None,Yes,BN,35.788297,-78.781192,IFC,None
Fraternity,Alpha Tau Omega,Cary,North Carolina,United States,Cary Academy,private,Domestic,Day,Unafilliated,Co-Ed,22400,NA,Non-Athlete,None,No,None,35.788297,-78.781192,IFC,None
None,None,Cary,North Carolina,United States,Enloe Magnet High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.34525602,Non-Athlete,None,No,None,35.788297,-78.781192,SLG,Brownstone
None,None,Cary,North Carolina,United States,Chettinad Harishree Vidyalayam,private,International,Day,Unafilliated,Co-Ed,NA,NA,Non-Athlete,None,No,None,35.788297,-78.781192,SLG,The Cube
None,None,Cary,North Carolina,United States,Enloe Magnet High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.34525602,Non-Athlete,None,No,None,35.788297,-78.781192,SLG,The Cube
None,None,Cary,North Carolina,United States,Durham Academy Upper School,private,Domestic,Day,Unafilliated,Co-Ed,24040,NA,Non-Athlete,None,No,None,35.788297,-78.781192,Neither,None
None,None,Cary,North Carolina,United States,Salem Academy,private,Domestic,Day,Antabaptist,All-Girls,23080,NA,Non-Athlete,None,No,None,35.788297,-78.781192,Neither,None
None,None,Cary,North Carolina,United States,Cary Academy,private,Domestic,Day,Unafilliated,Co-Ed,22400,NA,Non-Athlete,None,No,None,35.788297,-78.781192,Neither,None
None,None,Cary,North Carolina,United States,Cardinal Gibbons High School,private,Domestic,Day,Catholic,Co-Ed,14340,NA,Non-Athlete,None,No,None,35.788297,-78.781192,Neither,None
